Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
179,609,792,428,792,582,761,377,853,651,883,377,853,737,883,462,1005,548,1005,480,1158,548,1188,497,1310,548,1371,914,1
180,579,761,428,761,582,761,360,853,634,853,291,822,720,822,462,1005,548,1005,480,1188,548,1188,497,1340,548,1340,853,0
181,579,761,428,761,565,731,360,822,651,822,325,822,720,792,462,1005,548,975,480,1158,548,1158,497,1310,548,1310,853,0
182,579,731,428,731,582,731,377,822,651,822,342,853,702,822,462,975,548,975,480,1127,548,1127,497,1280,548,1280,853,0
183,579,731,411,761,582,731,377,853,634,822,342,914,702,853,462,975,548,975,480,1127,548,1127,497,1280,548,1280,853,0
184,579,731,411,761,582,731,377,883,634,853,342,944,702,914,462,975,548,975,480,1127,548,1127,497,1280,548,1280,853,0
185,579,731,411,761,582,731,377,883,634,883,342,944,685,914,462,975,548,975,480,1127,548,1127,497,1280,548,1280,853,0
186,579,761,428,761,582,761,377,883,634,883,325,944,685,914,462,1005,548,975,480,1158,548,1158,497,1310,548,1340,853,0
187,609,761,428,792,582,761,377,883,634,853,308,914,702,883,480,1036,548,1005,480,1158,565,1188,497,1340,565,1340,853,0
188,609,792,428,792,582,761,360,883,634,883,291,883,720,853,480,1036,548,1036,480,1188,565,1188,497,1340,565,1340,853,0
189,640,822,445,822,582,792,377,883,651,883,308,914,720,853,480,1066,565,1066,497,1219,565,1127,497,1371,565,1371,944,1
190,670,853,565,822,445,853,634,914,377,914,668,914,702,883,548,1097,462,1097,565,1127,480,1249,565,1401,497,1401,975,1
191,700,883,445,883,582,883,377,975,634,944,342,975,685,944,480,1127,565,1127,497,1280,565,1280,497,1401,565,1432,1005,1
192,731,914,445,914,600,914,394,1005,634,1005,377,1036,685,1005,480,1158,565,1158,480,1310,582,1280,497,1432,565,1432,1036,1
193,761,914,445,914,600,914,411,1036,634,1066,394,1066,668,1066,480,1158,565,1158,480,1310,600,1310,514,1432,548,1432,1036,1
194,761,914,600,914,428,914,634,1066,411,1066,668,1097,377,1097,565,1158,480,1188,600,1310,480,1310,548,1432,497,1432,1036,1
195,700,883,428,914,600,883,394,1036,634,1036,342,1097,685,1097,480,1158,565,1127,480,1249,600,1280,514,1401,548,1432,1036,1
196,700,853,428,853,600,853,377,975,651,1005,325,1036,685,1036,480,1127,548,1097,497,1280,582,1219,497,1401,565,1401,1005,1
197,640,822,428,822,600,822,360,944,651,944,291,944,702,975,480,1097,565,1097,497,1280,565,1280,497,1371,565,1401,975,1
198,640,792,428,822,600,792,360,914,668,914,274,914,720,914,480,1066,565,1066,497,1219,565,1219,497,1371,565,1371,944,1
199,609,792,428,792,582,761,342,883,668,853,291,883,754,883,480,1036,565,1036,497,1219,565,1219,514,1340,565,1371,914,1
200,609,761,445,761,582,761,360,853,668,822,325,853,754,822,480,1005,565,1005,497,1188,565,1188,514,1340,565,1371,853,0
201,579,761,445,761,582,761,377,822,668,822,342,853,737,822,480,1005,565,1005,497,1188,565,1188,514,1340,565,1340,853,0
202,579,761,445,761,582,761,377,853,668,822,360,883,737,822,480,1005,565,1005,497,1127,565,1188,531,1310,565,1310,853,0
203,579,761,428,761,600,761,394,853,668,822,377,914,720,853,480,1005,565,975,497,1127,582,1036,514,1310,565,1310,853,0
