Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
457,640,411,670,582,670,360,792,668,792,308,822,720,822,445,944,548,914,480,1097,565,1097,480,1249,565,1280,792,1
487,640,428,700,582,700,377,792,651,792,308,883,720,853,462,975,548,944,480,1097,565,1127,480,1280,565,1310,822,1
518,670,411,731,582,700,360,853,651,822,325,914,702,883,462,1005,548,975,480,1097,565,1066,497,1310,565,1310,853,1
548,700,411,761,582,761,360,914,651,853,325,975,702,944,462,1036,548,1005,480,1219,582,1097,497,1310,565,1340,883,0
579,731,411,792,582,792,360,975,651,914,342,1036,702,1005,462,1066,548,1066,480,1280,565,1249,497,1310,548,1340,944,0
609,761,411,822,600,822,360,975,651,944,342,1036,702,1036,480,1127,548,1127,480,1158,565,1158,497,1340,548,1371,975,0
609,761,411,822,600,822,360,1005,651,975,342,1066,702,1036,480,1127,548,1127,497,1340,548,1340,497,1340,548,1340,975,0
579,761,411,792,600,822,377,975,668,975,342,1036,702,1036,480,1158,548,1158,462,1127,548,1340,497,1340,548,1340,975,0
579,731,411,761,582,761,377,944,634,914,325,1005,702,1005,462,1097,548,1097,480,1127,600,1158,497,1340,548,1340,944,0
518,700,411,731,600,731,377,883,634,883,308,944,702,944,462,1036,565,1036,480,1249,582,1127,497,1340,548,1340,883,0
487,640,411,700,582,700,360,853,651,853,291,914,720,914,462,1005,548,1005,480,1188,565,1188,497,1310,565,1340,853,1
457,640,411,670,600,700,360,822,651,822,274,853,737,883,462,975,548,944,480,1219,565,1066,480,1280,565,1310,822,1
426,609,394,670,600,670,342,792,651,792,257,822,754,822,445,944,548,914,480,1188,565,1127,480,1280,565,1310,792,1
426,609,394,670,600,640,360,761,668,761,240,792,754,792,445,944,548,914,480,1158,565,1127,480,1280,565,1280,792,1
426,579,394,640,582,640,325,792,668,761,240,761,771,761,445,914,548,914,480,1127,565,1127,497,1280,565,1280,792,1
396,579,411,640,582,640,325,792,668,731,240,761,771,731,462,914,548,914,480,1127,565,1097,480,1219,565,1280,792,1
396,579,411,640,582,640,342,761,668,731,240,761,754,731,462,914,548,914,480,1127,548,1097,480,1280,565,1280,792,1
426,609,411,640,582,640,342,761,668,731,257,761,754,731,462,914,548,914,462,1097,548,1066,480,1249,548,1280,792,1
426,609,411,670,582,640,342,761,651,761,274,792,737,761,462,944,548,944,462,1097,548,1127,480,1280,548,1340,792,1
457,640,394,670,582,670,342,792,651,731,274,822,737,761,462,944,548,944,462,1127,548,1127,480,1280,548,1310,822,1
487,640,411,700,582,700,360,822,651,792,291,853,720,822,462,975,548,975,462,1219,565,1188,480,1310,548,1340,822,1
518,670,411,731,582,731,377,853,634,822,308,883,702,853,462,975,548,975,462,1158,565,1158,480,1340,548,1371,853,1
548,731,394,761,582,761,377,883,634,883,325,944,702,914,462,1036,548,1005,462,1188,548,1158,480,1371,548,1371,883,0
579,761,394,792,565,792,360,944,634,914,325,975,685,944,462,1066,548,1066,462,1127,565,1158,497,1340,548,1371,944,0
609,761,394,822,582,822,342,1005,634,944,325,1036,685,1005,462,1127,548,1127,462,1158,565,1158,497,1371,548,1371,975,0
609,761,394,822,582,822,342,1005,651,975,325,1066,668,1036,462,1127,548,1127,462,1127,565,1188,497,1371,548,1371,975,0
579,761,394,822,582,792,342,1005,634,975,325,1036,668,1036,480,1188,548,1158,462,1127,582,1188,497,1340,548,1340,1005,0
548,731,394,792,582,761,360,944,634,944,325,1005,668,1005,462,1066,548,1066,462,1158,582,1188,480,1340,531,1371,914,0
518,700,394,761,582,731,360,914,634,914,308,975,685,975,462,1066,548,1036,462,1158,565,1127,480,1340,548,1371,883,0
487,670,394,731,582,700,360,853,634,853,291,914,702,914,462,975,548,944,462,1158,565,1127,480,1340,548,1340,853,1
457,640,394,700,582,700,360,822,634,822,274,883,720,883,445,944,548,944,462,1158,565,1158,480,1310,565,1340,822,1
457,609,394,670,582,670,342,792,651,792,257,853,737,853,445,914,548,914,480,1158,565,1127,480,1310,565,1340,792,1
426,609,394,670,582,670,360,792,668,792,257,822,754,792,445,914,531,914,462,1127,565,1127,480,1310,565,1310,792,1
426,609,394,640,582,640,342,792,668,761,240,792,771,761,445,944,531,914,462,1036,565,1127,480,1249,565,1310,792,1
426,579,394,640,582,640,325,761,668,761,240,792,771,761,445,914,548,914,462,1097,565,1127,480,1280,565,1280,792,1
426,609,394,670,582,640,325,761,668,761,240,792,771,731,462,914,548,914,480,1097,548,1097,480,1280,565,1310,792,1
457,609,394,670,582,670,325,792,668,761,257,792,754,731,462,944,548,914,480,1127,548,1127,497,1280,565,1340,792,1
457,640,411,670,582,670,325,792,651,761,257,792,737,761,445,944,548,944,480,1127,548,1158,497,1280,565,1310,792,1
487,640,394,700,565,670,342,822,651,792,274,822,737,761,462,975,548,975,480,1127,548,1127,497,1280,565,1310,822,1
518,670,394,731,565,700,342,853,634,822,291,853,702,822,462,1005,548,975,480,1158,565,1158,497,1310,565,1310,853,1
548,700,411,761,565,731,342,883,617,853,308,914,685,853,462,1036,565,1005,480,1188,565,1127,480,1310,565,1340,883,0
579,731,411,792,565,761,342,944,617,883,325,975,685,914,462,1066,548,1036,480,1127,582,1127,497,1340,565,1340,914,0
609,761,411,822,582,822,342,975,634,914,325,1005,685,975,480,1127,548,1127,462,1066,582,1158,497,1340,548,1371,975,0
609,761,411,822,582,822,342,1005,634,944,342,1036,668,1005,480,1158,565,1158,480,1158,548,1340,497,1340,548,1371,1005,0
609,761,411,822,582,822,360,1005,651,975,342,1066,668,1036,480,1127,548,1127,480,1127,548,1340,497,1340,548,1371,975,0
579,731,411,792,582,792,360,975,634,944,342,1066,685,1036,462,1127,565,1127,462,1127,582,1188,514,1340,548,1340,975,0
548,700,394,761,582,731,377,944,634,914,342,1005,668,1005,462,1005,548,1005,480,1188,565,1158,497,1340,548,1371,883,0
518,670,394,731,582,731,377,914,634,883,342,975,685,975,462,1036,548,1036,480,1158,565,1158,497,1310,565,1340,883,0
487,640,394,700,582,700,360,883,634,853,325,944,685,914,462,975,548,975,480,1158,565,1158,480,1310,565,1310,853,1
457,640,394,700,582,670,360,853,634,822,308,914,702,883,462,914,548,914,480,1127,565,1127,480,1280,565,1340,792,1
457,609,394,670,582,670,342,822,651,822,274,853,720,853,462,914,548,914,480,1127,565,1127,480,1280,565,1310,792,1
426,609,394,670,582,670,342,792,651,792,274,853,737,822,462,914,548,914,462,1005,565,1127,480,1249,565,1280,792,1
426,609,411,640,582,640,360,792,668,792,257,822,754,822,445,944,548,914,462,1005,565,1127,480,1249,565,1280,792,1
426,609,411,640,582,640,342,792,668,761,257,822,754,792,462,944,548,944,462,1005,565,1158,480,1249,565,1310,792,1
426,609,411,670,582,670,342,731,668,761,257,792,771,761,462,944,548,944,462,1066,548,1036,480,1219,565,1280,792,1
457,609,428,670,582,670,342,792,668,792,257,792,754,792,462,944,548,944,462,1066,565,1158,480,1249,565,1310,822,1
487,640,411,700,582,700,360,792,651,792,274,792,737,792,462,944,548,944,462,1097,565,1127,480,1280,565,1310,822,1
487,670,411,731,582,700,360,822,651,822,291,822,737,822,462,975,548,975,462,1127,565,1127,480,1280,565,1310,853,1
518,700,411,731,582,731,360,853,651,853,308,853,720,853,462,1005,548,1005,462,1158,565,1158,480,1310,565,1371,883,0
548,731,428,761,582,761,377,883,634,883,325,883,702,883,462,1036,548,1036,462,1158,565,1127,497,1340,565,1340,914,0
579,761,411,822,582,792,377,914,634,914,342,944,702,944,462,1066,531,1097,462,1127,565,1127,497,1340,565,1340,944,0
609,792,411,822,582,822,360,944,634,944,342,975,702,1005,462,1158,548,1158,462,1127,548,1310,497,1340,565,1340,1005,0
609,792,411,822,582,822,360,1005,634,944,342,1005,685,1036,462,1127,548,1127,497,1340,548,1310,497,1340,565,1249,975,0
609,761,411,822,582,822,360,1005,634,975,342,1036,685,1036,480,1127,548,1127,462,1097,548,1097,497,1340,548,1340,975,0
579,761,411,792,582,792,377,944,651,975,325,1005,685,1036,480,1158,548,1158,462,1097,565,1188,514,1340,548,1340,975,0
548,731,394,792,582,761,342,944,634,914,325,1005,685,975,462,1097,548,1097,462,1097,582,1127,497,1340,548,1340,944,0
518,700,394,761,582,731,342,914,634,883,308,975,702,944,462,1005,548,1005,462,1066,582,1127,497,1340,565,1371,883,0
487,670,394,731,582,700,342,883,634,853,291,944,720,914,462,1005,548,975,462,1066,565,1127,497,1280,565,1310,853,1
487,640,394,700,582,700,325,853,651,853,274,883,737,883,445,944,548,914,480,1127,565,1097,480,1310,565,1280,822,1
457,640,411,670,582,700,325,822,651,822,257,853,737,853,445,914,531,914,462,1097,565,1097,480,1280,565,1310,792,1
457,609,411,670,582,670,325,792,651,792,240,822,754,822,462,944,548,914,462,1097,565,1127,480,1280,565,1310,792,1
457,609,411,670,582,670,325,761,668,792,240,822,754,792,462,944,548,914,462,1127,565,1127,480,1310,565,1310,792,1
457,609,411,670,582,670,325,792,668,792,240,792,754,792,462,944,548,944,480,1158,548,1158,480,1280,565,1310,822,1
457,640,411,670,565,670,325,792,651,792,257,792,754,761,445,944,531,944,462,1127,548,1036,480,1280,565,1280,822,1
487,640,411,670,582,700,325,792,651,792,257,792,737,792,445,975,531,975,462,1066,548,1036,480,1280,565,1310,822,1
487,670,411,700,565,700,342,822,651,792,274,822,737,792,445,975,548,975,462,1097,548,1066,480,1280,565,1280,853,1
518,700,394,731,565,731,342,853,651,822,308,853,720,822,462,1005,531,975,462,1127,565,1158,480,1310,565,1340,883,0
548,731,394,761,565,731,342,883,634,853,308,883,702,853,462,1036,548,1005,480,1127,565,1127,497,1340,548,1340,883,0
579,761,411,792,565,792,342,914,634,883,325,944,702,914,462,1036,548,1036,462,1158,565,1127,497,1340,548,1340,914,0
609,792,394,822,565,822,342,975,634,914,325,975,685,944,462,1158,565,1158,462,1158,548,1310,497,1340,548,1310,1005,0
609,792,394,822,565,822,342,1005,634,944,325,1005,685,975,462,1158,548,1188,480,1158,548,1310,497,1340,548,1340,1005,0
609,792,394,822,582,822,360,1005,651,975,342,1036,668,1005,462,1158,531,1127,462,1127,565,1310,497,1340,548,1340,1005,0
579,761,394,792,582,792,360,975,634,944,342,1036,668,1036,462,1097,548,1066,480,1158,582,1188,497,1340,548,1371,944,0
548,731,377,792,565,761,342,944,617,914,325,1005,668,1005,462,1036,531,1036,462,1158,582,1158,497,1340,548,1340,914,0
518,700,377,731,565,731,342,914,617,883,308,975,668,975,462,1005,548,1005,462,1158,565,1127,497,1340,565,1340,883,0
487,670,377,700,565,700,342,853,617,853,291,944,685,944,445,944,531,944,462,1127,548,1127,480,1340,565,1310,822,1
457,640,377,700,565,700,342,822,634,822,274,883,702,883,445,914,531,914,462,1127,548,1097,480,1310,565,1310,792,1
457,640,377,670,565,670,325,822,634,792,240,853,720,853,445,944,531,914,462,1127,548,1097,480,1310,565,1310,792,1
457,609,377,670,565,670,308,792,634,792,222,822,737,822,445,914,531,914,462,1158,548,1127,480,1340,565,1310,792,1
426,609,360,670,548,640,308,792,651,761,205,792,737,792,445,914,531,914,462,1127,548,1097,462,1310,565,1280,792,1
426,609,377,670,548,640,308,792,651,761,205,792,754,792,428,914,531,914,462,1127,548,1097,462,1310,565,1280,792,1
457,609,360,670,531,640,291,792,651,761,205,761,754,761,445,944,531,914,445,1127,548,1097,462,1280,565,1310,792,1
457,640,377,670,548,670,308,792,651,761,222,761,737,761,445,944,514,944,445,1127,548,1097,462,1280,565,1310,822,1
487,640,377,700,548,700,308,822,651,761,240,792,720,761,445,944,514,944,445,1097,548,1097,462,1280,548,1310,822,1
487,670,377,700,531,700,325,822,617,792,257,822,720,792,428,975,514,944,445,1127,548,1097,462,1310,548,1310,822,1
548,700,377,761,531,731,325,883,617,822,274,853,702,822,428,1005,514,975,445,1158,548,1158,462,1340,548,1340,853,1
579,731,377,792,531,761,325,883,617,853,274,883,685,853,428,1036,531,1005,445,1219,548,1188,462,1340,548,1340,914,0
609,761,377,822,531,792,342,944,617,883,291,944,668,914,445,1066,531,1036,445,1158,565,1158,462,1340,531,1340,944,0
609,792,360,822,548,822,325,975,600,914,291,975,668,944,445,1097,531,1066,445,1219,565,1188,462,1371,531,1371,975,0
609,792,377,822,548,822,308,1005,600,914,291,1036,668,975,445,1097,514,1066,445,1188,548,1219,462,1371,531,1371,944,0
609,761,360,822,548,822,325,975,600,914,308,1036,651,1005,428,1066,514,1066,445,1158,548,1219,462,1340,531,1371,944,0
579,731,360,792,548,792,325,975,617,944,308,1005,668,1005,428,1066,514,1066,445,1127,548,1127,462,1340,531,1340,944,0
548,700,360,761,548,731,325,944,600,883,291,1005,668,975,445,1005,531,975,445,1158,548,1127,462,1371,531,1340,883,0
518,670,360,731,548,731,325,883,600,853,274,975,668,914,428,975,514,944,445,1158,548,1127,462,1340,548,1340,853,1
487,640,360,700,548,700,325,853,617,853,257,914,685,883,428,944,514,944,445,1127,548,1127,462,1310,548,1310,822,1
457,640,360,700,548,670,325,822,617,792,240,883,702,853,428,914,514,914,445,1127,548,1097,445,1280,565,1310,792,1
457,609,360,670,531,670,325,792,617,792,222,853,565,670,428,914,514,883,445,1127,548,1097,445,1280,565,1280,792,1
457,609,360,670,531,640,308,792,634,761,205,822,720,792,428,914,514,883,445,1127,548,1097,445,1310,565,1280,792,1
457,609,360,670,531,640,291,792,634,761,205,822,720,761,428,914,514,883,445,1127,548,1097,445,1340,565,1310,792,1
457,609,360,670,531,640,291,792,617,761,205,792,720,761,428,914,514,914,445,1127,548,1066,462,1310,565,1280,792,1
457,640,360,670,531,670,291,792,617,761,205,792,702,731,411,914,514,914,445,1127,548,1097,462,1310,565,1280,792,1
457,640,360,700,531,670,291,792,617,761,222,792,702,761,428,944,514,914,445,1127,548,1097,462,1280,548,1310,822,1
487,670,360,700,514,670,308,822,617,792,240,822,685,761,428,944,514,944,445,1127,548,1097,462,1310,548,1310,822,1
518,700,360,731,531,731,308,853,617,792,257,822,685,792,428,975,514,975,445,1158,548,1158,462,1340,548,1340,853,1
548,731,360,761,531,731,325,883,600,853,257,853,668,822,428,1005,514,975,445,1158,548,1127,480,1340,548,1340,883,0
579,761,360,792,531,761,325,914,617,883,291,914,651,883,445,1066,497,1066,428,1097,531,1066,480,1340,548,1340,944,0
609,761,360,822,531,792,342,944,600,914,291,975,651,944,445,1158,514,1127,445,1097,548,1158,480,1340,531,1340,1005,0
609,792,360,853,548,822,342,975,600,914,308,1005,634,975,445,1158,514,1127,480,1340,531,1310,480,1340,531,1340,975,0
609,792,360,853,548,822,325,1005,600,944,308,1036,634,1036,445,1188,531,1158,445,1158,531,1371,480,1340,548,1371,1005,0
609,761,360,822,548,822,325,1005,600,975,308,1036,634,1036,445,1188,531,1158,480,1371,531,1371,480,1340,548,1371,1005,0
579,731,360,792,548,792,325,1005,600,975,308,1036,634,1036,428,1127,514,1097,445,1158,531,1066,480,1340,531,1340,944,0
548,731,360,792,548,761,325,975,600,944,308,1036,634,1005,428,1036,514,1005,428,1158,565,1188,480,1340,531,1340,914,0
518,700,342,761,548,731,325,914,600,914,291,1005,634,975,428,1005,514,975,445,1158,548,1127,462,1340,531,1340,883,0
670,822,582,822,462,822,651,883,394,914,754,853,325,914,548,1036,480,1066,548,1188,497,1158,548,1340,497,1340,944,0
670,822,582,822,462,822,651,883,394,914,737,853,325,883,548,1036,480,1066,548,1188,497,1188,548,1340,497,1340,944,0
670,822,582,822,462,822,668,883,394,883,754,853,308,853,548,1066,480,1066,548,1188,497,1188,548,1340,497,1340,944,0
670,822,600,853,462,853,668,914,394,914,720,883,325,883,548,1066,480,1097,548,1188,497,1188,548,1340,497,1340,975,0
670,822,600,853,462,853,651,944,394,944,702,914,325,914,548,1066,480,1097,548,1188,497,1188,548,1340,497,1340,975,0
700,853,462,883,582,853,411,944,651,944,342,944,702,944,480,1066,548,1066,497,1188,548,1188,497,1340,548,1340,975,0
700,853,462,883,582,883,411,944,651,944,394,975,342,944,480,1097,548,1066,497,1219,548,1219,497,1340,548,1340,975,0
700,853,462,883,582,883,411,975,651,944,342,975,685,975,497,1097,548,1097,497,1219,548,1219,497,1340,548,1340,1005,0
700,853,582,883,462,883,651,944,411,975,668,1005,342,975,531,1127,480,1127,548,1219,497,1219,548,1340,497,1340,1005,0
700,853,462,883,582,883,411,975,634,944,360,1005,668,1005,497,1127,565,1097,497,1219,548,1219,497,1340,548,1340,1005,0
700,853,462,853,582,853,411,944,634,944,360,1036,668,1005,497,1127,548,1127,480,1219,548,1219,497,1340,548,1340,1005,0
670,822,600,822,462,853,634,944,411,944,668,1036,360,1036,548,1036,480,1036,548,1188,497,1188,548,1340,497,1340,944,0
640,792,582,822,462,822,617,914,411,944,651,1005,377,1036,565,1036,497,1036,565,1188,497,1158,548,1310,497,1310,914,1
640,792,462,822,600,792,428,914,617,914,377,1005,651,1036,497,975,565,975,497,1158,565,1158,497,1280,548,1310,914,1
609,761,462,792,600,792,428,914,617,914,394,975,668,1036,480,975,565,975,497,1127,565,1127,497,1249,548,1280,883,1
609,761,462,792,600,792,428,883,617,883,377,975,668,975,497,975,565,975,497,1127,565,1127,497,1219,548,1249,883,1
609,761,462,792,600,792,411,883,634,883,360,975,685,975,497,975,565,944,497,1127,565,1127,514,1249,565,1249,883,1
609,761,462,792,600,792,411,883,634,883,342,944,702,944,497,975,565,975,497,1127,565,1127,514,1249,565,1280,883,1
609,761,582,792,462,792,651,883,411,883,720,914,342,914,565,975,497,975,565,1127,497,1127,565,1310,514,1280,883,1
640,792,480,792,600,792,411,914,651,883,325,914,720,914,497,975,565,975,497,1158,565,1158,514,1310,582,1310,883,1
640,792,600,822,462,822,668,914,411,914,720,914,308,914,565,1036,497,1036,565,1188,497,1158,582,1340,514,1340,914,0
670,822,462,853,582,822,411,914,651,883,325,914,325,914,497,1005,565,1005,497,1188,565,1188,514,1340,565,1340,914,0
670,822,582,853,462,853,668,914,411,944,720,914,325,944,548,1097,497,1127,565,1219,497,1188,565,1340,514,1340,1005,0
700,853,600,853,462,883,651,944,411,944,702,944,342,944,548,1127,497,1127,565,1219,497,1188,565,1340,514,1340,1005,0
670,822,600,853,462,853,651,944,411,944,702,944,342,944,548,1097,497,1127,565,1219,497,1188,565,1340,514,1340,1005,0
670,822,582,822,462,853,651,914,411,944,702,975,342,975,548,1066,497,1066,565,1219,497,1188,565,1340,514,1340,944,0
670,792,582,822,462,822,634,914,428,944,685,975,360,1005,565,1036,497,1036,565,1188,497,1188,565,1340,514,1340,944,0
640,792,462,822,600,792,428,914,634,883,360,1005,668,975,497,1036,565,1005,497,1158,565,1158,514,1310,565,1310,914,1
609,761,462,792,582,792,428,914,634,883,377,1005,668,1005,497,1005,565,1005,497,1158,565,1158,514,1310,565,1310,914,1
609,761,600,792,462,792,634,914,428,914,668,1005,377,975,565,975,497,1005,565,1127,497,1127,565,1280,497,1280,883,1
609,761,462,792,600,792,428,914,634,914,377,975,360,975,497,975,565,975,514,1127,565,1127,497,1249,565,1280,883,1
609,761,462,792,600,792,411,914,634,883,360,975,685,975,497,975,565,944,497,1127,565,1127,497,1280,565,1280,883,1
609,761,582,792,462,792,634,883,411,914,685,975,342,944,565,975,497,1005,565,1158,497,1127,565,1310,497,1310,883,1
640,761,462,792,582,792,411,914,634,883,702,975,325,944,497,1005,582,1005,497,1127,565,1158,497,1310,565,1310,914,1
640,792,582,792,462,822,634,883,411,914,702,944,342,914,497,1005,565,1005,497,1158,565,1158,497,1310,565,1340,914,1
670,792,582,822,462,822,651,914,411,944,702,944,325,914,565,1036,497,1036,565,1188,497,1158,565,1340,497,1340,914,0
670,822,582,853,462,853,651,944,411,944,720,944,342,944,565,1036,497,1036,565,1188,497,1188,565,1340,514,1340,944,0
700,853,582,853,462,883,651,944,411,944,720,975,342,944,548,1097,497,1127,548,1219,497,1219,565,1340,514,1340,975,0
700,853,582,853,462,883,651,944,411,944,720,975,342,944,548,1127,497,1127,548,1219,497,1219,548,1340,514,1340,1005,0
700,853,582,853,462,883,651,944,411,975,685,975,342,975,480,1127,548,1127,497,1219,548,1219,514,1340,565,1340,1005,0
670,822,462,853,582,853,411,944,634,914,342,975,685,975,480,1097,548,1066,497,1188,548,1188,514,1340,548,1340,975,0
670,822,462,853,582,822,411,944,634,914,360,1005,668,1005,480,1036,548,1036,497,1188,565,1188,497,1340,565,1340,944,0
640,792,462,822,600,792,411,914,634,914,360,1005,668,1005,497,1036,548,1036,497,1158,548,1158,497,1310,565,1340,914,1
609,761,582,792,445,792,617,883,411,914,651,1005,360,1005,548,1005,480,1005,548,1158,497,1127,548,1310,497,1310,883,1
609,761,582,792,445,792,617,883,411,883,651,975,377,975,565,975,497,1005,497,1127,548,1127,497,1249,548,1280,883,1
609,761,445,792,582,761,411,883,617,883,360,944,668,944,480,944,565,944,480,1097,548,1097,497,1249,548,1280,853,1
609,761,445,792,582,761,411,883,617,853,360,914,668,944,480,944,565,944,480,1097,548,1097,497,1249,548,1249,853,1
609,761,445,792,582,761,411,883,634,853,342,914,702,914,480,944,565,944,480,1097,548,1097,497,1249,548,1280,853,1
609,761,445,792,582,761,394,883,634,853,325,883,702,883,480,944,565,944,480,1097,548,1097,497,1280,548,1280,853,1
609,761,445,792,582,792,394,883,634,853,308,883,702,883,480,944,565,944,480,1127,548,1127,497,1280,548,1280,883,1
640,792,582,792,445,792,651,883,394,883,702,883,308,853,565,975,548,975,497,1127,548,1127,497,1310,548,1310,883,1
640,792,582,822,445,822,651,883,394,883,737,883,291,853,548,1005,480,1005,548,1158,480,1158,548,1340,497,1310,914,1
670,822,582,822,462,822,651,883,394,914,737,883,308,883,548,1036,480,1036,548,1188,480,1158,548,1340,497,1340,944,0
670,822,582,853,462,853,651,914,377,914,720,883,308,883,531,1066,480,1097,548,1188,480,1188,548,1340,497,1340,975,0
700,853,582,883,445,883,651,944,377,944,720,883,308,883,531,1097,480,1127,548,1219,497,1219,548,1340,497,1340,1005,0
700,853,565,883,462,883,651,944,377,944,702,914,308,914,531,1066,480,1097,497,1219,531,1219,514,1340,548,1340,975,0
700,853,565,883,462,883,651,944,394,944,685,944,325,944,531,1097,480,1097,531,1219,497,1219,548,1340,497,1340,1005,0
700,853,445,883,565,853,394,944,634,944,342,975,668,975,480,1097,531,1097,480,1219,548,1219,497,1340,548,1340,1005,0
700,853,565,853,445,853,634,914,394,944,668,975,342,1005,531,1097,480,1097,548,1219,480,1188,548,1340,497,1340,975,0
670,822,565,853,445,853,634,914,411,944,668,1005,360,1005,531,1066,480,1066,548,1188,497,1188,548,1340,497,1340,975,0
670,822,445,853,565,822,411,944,617,914,377,1005,651,1005,480,1066,548,1066,497,1188,548,1188,497,1340,548,1340,944,0
670,822,445,853,565,822,411,944,617,914,394,1036,651,1005,480,1066,548,1066,497,1188,548,1188,497,1340,548,1340,944,0
670,822,445,853,565,822,411,944,617,914,394,1036,634,1005,480,1066,548,1036,497,1188,548,1188,497,1340,548,1340,944,0
731,883,582,883,462,883,651,975,411,975,685,975,342,1005,548,1127,497,1127,548,1219,497,1219,548,1340,514,1340,1005,0
761,883,462,914,582,883,411,1005,634,975,342,1036,685,1005,497,1127,548,1158,497,1219,548,1219,514,1340,565,1340,1036,0
761,883,462,914,582,914,411,1005,634,975,360,1036,668,1036,497,1158,548,1158,497,1219,548,1249,514,1340,565,1340,1036,0
731,883,462,914,582,883,428,975,634,975,377,1036,668,1036,497,1127,548,1127,497,1219,548,1219,514,1340,548,1340,1005,0
731,883,582,883,462,883,634,944,428,975,668,1036,377,1066,548,1097,497,1097,565,1219,497,1219,548,1340,514,1340,975,0
700,853,582,853,462,853,634,944,428,975,668,1036,377,1036,565,1066,497,1066,565,1219,497,1188,565,1340,497,1340,975,0
700,822,600,853,462,853,634,944,428,944,668,1036,394,1036,565,1036,497,1066,565,1188,497,1188,565,1340,497,1340,944,0
670,822,462,822,582,822,428,944,617,914,394,1036,651,1036,497,1036,565,1036,497,1158,565,1188,497,1280,565,1310,944,1
640,792,582,822,462,822,617,944,428,944,668,1036,394,1005,565,1036,497,1036,565,1188,497,1158,548,1280,514,1280,944,1
670,792,462,822,582,822,428,914,617,914,377,1005,668,1005,497,1005,565,1005,497,1158,565,1158,514,1249,565,1280,914,1
670,792,462,822,582,822,428,914,634,914,377,1005,685,975,497,1005,565,1005,497,1158,565,1158,514,1280,565,1280,914,1
670,792,582,822,462,822,651,944,428,914,702,975,360,975,565,1036,497,1036,565,1158,497,1158,565,1310,514,1310,944,1
670,822,582,822,462,822,651,914,428,944,702,975,342,975,565,1036,497,1036,565,1188,497,1158,565,1340,514,1310,944,0
670,822,462,853,582,822,411,944,651,914,342,975,720,975,497,1036,565,1036,497,1158,565,1188,514,1340,565,1340,944,0
700,853,582,853,462,853,651,944,411,944,720,975,342,944,565,1066,497,1066,565,1219,497,1188,582,1340,514,1340,975,0
731,853,582,853,462,883,651,944,428,975,702,975,342,975,565,1097,497,1097,565,1219,514,1219,565,1340,514,1340,975,0
731,883,462,914,582,883,411,975,651,944,342,975,668,944,497,1097,548,1097,514,1219,565,1219,531,1340,565,1371,1005,0
731,883,462,914,582,914,651,975,428,975,360,1005,342,975,497,1158,497,1158,548,1249,514,1219,531,1340,531,1340,1036,0
731,883,582,883,462,914,651,975,411,1005,702,1005,342,1005,548,1127,497,1127,565,1249,497,1219,565,1371,531,1340,1005,0
731,883,582,883,462,883,634,975,428,1005,685,1005,342,1036,548,1097,497,1127,565,1219,514,1219,565,1371,531,1340,1005,0
700,853,582,853,462,883,634,975,428,975,685,1036,360,1036,565,1066,514,1066,565,1219,514,1219,565,1371,514,1340,975,0
700,822,600,853,462,853,634,975,428,975,668,1036,377,1036,565,1066,497,1066,565,1188,514,1188,565,1340,514,1340,944,0
670,822,582,822,462,853,634,944,428,944,668,1066,394,1036,565,1036,497,1036,565,1188,514,1188,565,1310,514,1310,944,1
670,822,582,822,462,853,617,944,428,944,668,1036,394,1005,565,1036,497,1066,565,1158,514,1188,565,1310,514,1310,944,1
670,822,582,822,462,853,634,944,428,944,668,1036,377,1005,565,1036,497,1036,565,1158,514,1158,565,1310,514,1310,944,1
670,822,462,853,582,822,428,944,634,944,377,1005,685,1005,497,1036,565,1036,514,1158,565,1188,514,1310,565,1310,944,1
670,822,582,822,462,853,634,944,428,944,702,1005,377,1005,565,1036,497,1036,565,1188,514,1158,565,1340,514,1310,944,0
670,822,582,822,462,853,651,944,428,944,720,1005,342,975,565,1066,497,1066,565,1188,514,1188,565,1340,514,1340,944,0
700,822,582,853,480,853,651,944,428,944,737,1005,342,975,565,1066,514,1066,582,1219,514,1188,582,1340,514,1340,975,0
700,853,582,883,480,883,651,944,428,944,737,975,342,975,565,1066,497,1066,582,1219,514,1219,582,1340,514,1371,975,0
731,883,480,883,480,914,411,975,754,548,342,975,342,975,497,1097,565,1097,514,1219,565,1249,514,1340,565,1371,1005,0
731,883,600,914,480,914,651,975,411,975,720,1005,342,975,565,1127,497,1127,565,1249,514,1249,565,1371,514,1371,1036,0
761,883,600,914,462,914,651,975,411,1005,720,1005,360,1005,565,1127,497,1127,565,1249,514,1249,565,1371,531,1371,1036,0
731,883,600,883,462,914,651,975,428,1005,702,1005,360,1005,565,1127,497,1127,565,1249,514,1249,565,1371,514,1371,1005,0
731,883,462,883,600,883,428,975,634,975,360,1036,702,1036,497,1066,565,1066,514,1219,565,1219,514,1340,565,1340,975,0
700,853,600,853,462,883,634,944,428,975,685,1036,377,1036,514,1097,565,1097,514,1188,565,1219,514,1340,565,1340,975,0
